Customer ID,Gender,Age,Married,City,Zip Code,Number of Referrals,Tenure in Months,Phone Service,Avg Monthly Long Distance Charges, Lines  type,Internet Service,Internet Type,Avg Monthly GB Download,Streaming,Contract,Payment Method,Monthly Charge,Total Charges,Total Long Distance Charges,Total Revenue,Customer Status,Churn Category,Churn Reason
0220-EBGCE,Male,58,No,Escondido,92027,0,2,Yes,14.14,Single,Yes,Fiber Optic,28,Movies & Music,Month-to-Month,Bank Withdrawal,85.85,167.3,28.28,195.58,Churned,Competitor,Competitor made better offer
0221-NAUXK,Male,22,No,Moreno Valley,92553,0,10,Yes,7.86,Single,No,No Internet,0,Unknown,One Year,Bank Withdrawal,19.95,219.5,78.6,298.1,Stayed,No Churn,No Churn
0221-WMXNQ,Male,66,No,Chino,91710,0,4,Yes,36.4,Single,Yes,Fiber Optic,29,Unknown,One Year,Bank Withdrawal,75.35,273.4,145.6,419,Stayed,No Churn,No Churn
0222-CNVPT,Male,69,No,Sacramento,95820,0,52,No,0,No line,Yes,DSL,19,TV&Movies & Music,Two Year,Credit Card,48.8,2555.05,0,2555.05,Stayed,No Churn,No Churn
0224-HJAPT,Male,25,No,San Diego,92117,0,5,Yes,22.01,Multiple,Yes,Cable,85,Music,Month-to-Month,Bank Withdrawal,47.15,223.15,110.05,333.2,Churned,Competitor,Competitor made better offer
0224-NIJLP,Male,30,Yes,Turlock,95380,1,8,Yes,2.87,Single,No,No Internet,0,Unknown,Two Year,Credit Card,20.15,165.5,22.96,188.46,Stayed,No Churn,No Churn
0224-RLWWD,Female,73,No,Calexico,92231,0,2,Yes,23.91,Single,Yes,Cable,22,Unknown,One Year,Bank Withdrawal,44.3,89.3,47.82,137.12,Joined,No Churn,No Churn
0225-ZORZP,Male,46,No,Groveland,95321,0,3,Yes,13.72,Single,Yes,Fiber Optic,26,Movies & Music,Month-to-Month,Bank Withdrawal,84.3,235.05,41.16,276.21,Joined,No Churn,No Churn
0228-MAUWC,Male,40,No,Los Gatos,95033,0,19,Yes,11.85,Multiple,Yes,DSL,18,Unknown,Month-to-Month,Bank Withdrawal,59.55,1144.6,225.15,1369.75,Stayed,No Churn,No Churn
0229-LFJAF,Male,53,No,Clovis,93611,0,72,Yes,3.66,Multiple,Yes,DSL,13,Unknown,Two Year,Bank Withdrawal,69.65,4908.25,263.52,5171.77,Stayed,No Churn,No Churn
0230-UBYPQ,Male,76,Yes,Hyampom,96046,2,63,No,0,No line,Yes,DSL,7,Unknown,One Year,Bank Withdrawal,36.1,2298.9,0,2298.9,Stayed,No Churn,No Churn
0230-WEQUW,Male,38,Yes,Woodland Hills,91364,1,66,No,0,No line,Yes,DSL,29,TV,Two Year,Bank Withdrawal,56.6,3789.2,0,3789.2,Stayed,No Churn,No Churn
0231-LXVAP,Male,23,No,Temecula,92592,0,1,Yes,44.56,Single,Yes,Fiber Optic,27,Unknown,Month-to-Month,Bank Withdrawal,75.9,75.9,44.56,120.46,Churned,Competitor,Competitor made better offer
0233-FTHAV,Female,24,No,Livingston,95334,0,60,Yes,15.29,Multiple,Yes,Fiber Optic,48,Unknown,One Year,Bank Withdrawal,79.2,4765,917.4,5682.4,Stayed,No Churn,No Churn
0234-TEVTT,Female,43,Yes,Tulare,93274,3,48,No,0,No line,Yes,DSL,22,Movies & Music,One Year,Credit Card,45,2196.3,0,2196.3,Stayed,No Churn,No Churn
0235-KGSLC,Female,45,No,Buellton,93427,0,1,Yes,33.34,Single,Yes,Fiber Optic,4,TV,Month-to-Month,Credit Card,85.55,85.55,33.34,118.89,Churned,Other,Moved
0236-HFWSV,Male,49,No,Palmdale,93552,0,15,Yes,48.93,Multiple,Yes,Fiber Optic,15,TV&Movies & Music,Month-to-Month,Bank Withdrawal,93.35,1444.65,733.95,2178.6,Churned,Competitor,Competitor had better devices
0237-YFUTL,Female,62,Yes,Midway City,92655,4,50,Yes,34.57,Multiple,Yes,Fiber Optic,13,TV&Movies & Music,Month-to-Month,Bank Withdrawal,109.65,5405.8,1728.5,7134.3,Stayed,No Churn,No Churn
0238-WHBIQ,Male,25,Yes,Folsom,95630,10,72,Yes,33.75,Multiple,Yes,Cable,30,TV&Movies & Music,Two Year,Credit Card,89.7,6339.3,2430,8769.3,Stayed,No Churn,No Churn
0239-OXEXL,Female,37,No,Oakland,94619,0,46,Yes,43.27,Multiple,Yes,Fiber Optic,21,Unknown,Month-to-Month,Credit Card,84.25,3847.6,1990.42,5938.02,Stayed,No Churn,No Churn
0244-LGNFY,Female,35,Yes,San Anselmo,94960,4,72,Yes,30,Multiple,Yes,DSL,19,TV&Movies & Music,Two Year,Bank Withdrawal,92.65,6733,2160,8893,Stayed,No Churn,No Churn
0247-SLUJI,Male,37,Yes,Duarte,91010,2,1,Yes,34.28,Single,No,No Internet,0,Unknown,Month-to-Month,Credit Card,19.7,19.7,34.28,53.98,Joined,No Churn,No Churn
0248-IPDFW,Female,19,No,Lake Elsinore,92530,0,1,Yes,29.13,Multiple,Yes,Cable,51,Unknown,Month-to-Month,Bank Withdrawal,50.1,50.1,29.13,79.23,Joined,No Churn,No Churn
0248-PGHBZ,Female,69,No,San Clemente,92672,0,67,Yes,2.57,Single,Yes,Fiber Optic,21,TV,Two Year,Bank Withdrawal,92.45,6140.85,172.19,6313.04,Stayed,No Churn,No Churn
0253-ZTEOB,Female,44,Yes,Los Angeles,90004,5,48,Yes,8.94,Multiple,Yes,DSL,27,TV&Movies & Music,Two Year,Bank Withdrawal,79.65,3870.3,429.12,4299.42,Stayed,No Churn,No Churn
0254-FNMCI,Female,19,No,Downey,90241,0,72,Yes,41.91,Single,Yes,Fiber Optic,73,TV&Movies & Music,Two Year,Bank Withdrawal,109.9,7624.2,3017.52,10641.72,Stayed,No Churn,No Churn
0254-KCJGT,Male,64,Yes,Bodega Bay,94923,6,52,Yes,41.34,Multiple,Yes,Cable,24,Movies & Music,One Year,Credit Card,81.4,4354.45,2149.68,6504.13,Stayed,No Churn,No Churn
0254-WWRKD,Female,44,Yes,Challenge,95925,1,67,Yes,46.9,Single,Yes,Cable,28,Unknown,One Year,Credit Card,50.55,3431.75,3142.3,6574.05,Stayed,No Churn,No Churn
0256-LTHVJ,Female,58,Yes,Ludlow,92338,1,28,Yes,16.85,Single,Yes,Fiber Optic,13,Movies & Music,Month-to-Month,Bank Withdrawal,81.05,2227.1,471.8,2698.9,Churned,Competitor,Competitor had better devices
0257-KXZGU,Female,29,Yes,Santa Clara,95051,9,32,Yes,33.28,Multiple,Yes,DSL,51,Music,Month-to-Month,Bank Withdrawal,62.45,2045.55,1064.96,3110.51,Stayed,No Churn,No Churn
0257-ZESQC,Female,80,Yes,Perris,92571,2,27,Yes,7.02,Single,Yes,Cable,25,Unknown,Month-to-Month,Bank Withdrawal,75.2,1929.35,189.54,2118.89,Churned,Attitude,Attitude of support person
0258-NOKBL,Male,22,No,Fortuna,95540,0,3,Yes,31.48,Single,Yes,Fiber Optic,73,Movies & Music,Month-to-Month,Bank Withdrawal,90.4,268.45,94.44,362.89,Joined,No Churn,No Churn
0259-GBZSH,Male,22,No,San Diego,92122,0,2,Yes,40.43,Multiple,Yes,Cable,27,TV & Music,Month-to-Month,Bank Withdrawal,85.65,181.5,80.86,262.36,Churned,Competitor,Competitor made better offer
0260-ZDLGK,Female,50,No,San Dimas,91773,0,9,Yes,35.49,Single,Yes,Cable,11,TV&Movies & Music,Month-to-Month,Credit Card,72.9,651.4,319.41,970.81,Churned,Competitor,Competitor made better offer
0263-FJTQO,Male,53,Yes,Rescue,95672,10,50,Yes,44.49,Multiple,Yes,Cable,28,TV,Two Year,Credit Card,70.5,3486.65,2224.5,5711.15,Stayed,No Churn,No Churn
0264-CNITK,Female,45,Yes,Clio,96106,1,71,Yes,31.03,Single,No,No Internet,0,Unknown,Two Year,Bank Withdrawal,20.1,1389.6,2203.13,3592.73,Stayed,No Churn,No Churn
0265-EDXBD,Male,76,Yes,San Diego,92122,2,32,Yes,47.34,Multiple,Yes,Fiber Optic,10,Unknown,Month-to-Month,Bank Withdrawal,74.9,2303.35,1514.88,3818.23,Churned,Attitude,Attitude of support person
0265-PSUAE,Female,57,Yes,Lotus,95651,10,16,Yes,27.27,Single,Yes,Fiber Optic,76,TV&Movies & Music,Month-to-Month,Bank Withdrawal,100.7,1522.7,436.32,1959.02,Stayed,No Churn,No Churn
0266-CLZKZ,Female,45,Yes,San Marcos,92078,8,67,Yes,17.79,Multiple,Yes,Fiber Optic,22,TV&Movies & Music,Two Year,Bank Withdrawal,105.65,6717.9,1191.93,7909.83,Stayed,No Churn,No Churn
0266-GMEAO,Male,43,Yes,Lompoc,93436,1,72,Yes,15.94,Multiple,Yes,Fiber Optic,13,TV&Movies & Music,Two Year,Credit Card,114.3,8058.55,1147.68,9206.23,Stayed,No Churn,No Churn
0268-QKIWO,Female,41,No,Pilot Hill,95664,0,3,Yes,24.63,Single,No,No Internet,0,Unknown,Month-to-Month,Bank Withdrawal,19.75,58.85,73.89,132.74,Churned,Attitude,Attitude of support person
0269-XFESX,Male,22,Yes,San Francisco,94133,1,23,Yes,48.02,Multiple,No,No Internet,0,Unknown,One Year,Credit Card,24.35,538.5,1104.46,1642.96,Stayed,No Churn,No Churn
0270-THENM,Male,62,Yes,Mission Hills,91345,1,72,Yes,28.37,Multiple,Yes,DSL,18,Unknown,Two Year,Bank Withdrawal,69.85,5102.35,2042.64,7119.75,Stayed,No Churn,No Churn
0274-JKUJR,Male,21,Yes,Los Angeles,90040,9,7,No,0,No line,Yes,Cable,47,TV&Movies & Music,Month-to-Month,Credit Card,-3,465.7,0,465.7,Stayed,No Churn,No Churn
0277-BKSQP,Male,49,Yes,Harbor City,90710,10,8,Yes,1.56,Single,Yes,DSL,57,TV,Month-to-Month,Bank Withdrawal,54.4,475.1,12.48,487.58,Stayed,No Churn,No Churn
0277-ORXQS,Male,33,Yes,San Francisco,94108,9,66,No,0,No line,Yes,Cable,23,TV&Movies & Music,Two Year,Bank Withdrawal,50.55,3364.55,0,3474.55,Stayed,No Churn,No Churn
0278-YXOOG,Male,30,No,Inglewood,90301,0,5,Yes,34.26,Single,No,No Internet,0,Unknown,Month-to-Month,Credit Card,21.05,113.85,171.3,285.15,Churned,Attitude,Attitude of support person
0280-XJGEX,Male,38,No,Los Angeles,90015,0,49,Yes,44.33,Multiple,Yes,Fiber Optic,11,TV&Movies & Music,Month-to-Month,Bank Withdrawal,103.7,5036.3,2172.17,7208.47,Churned,Competitor,Competitor had better devices
0281-CNTZX,Male,56,Yes,Pescadero,94060,2,63,Yes,38.36,Single,No,No Internet,0,Unknown,Two Year,Bank Withdrawal,19.95,1234.8,2416.68,3651.48,Stayed,No Churn,No Churn
0282-NVSJS,Female,70,Yes,Aromas,95004,1,12,No,0,No line,Yes,DSL,14,Unknown,Month-to-Month,Mailed Check,29.3,355.9,0,355.9,Stayed,No Churn,No Churn
0285-INHLN,Male,54,Yes,Badger,93603,5,27,Yes,36.19,Single,Yes,DSL,53,Unknown,Month-to-Month,Credit Card,54.75,1510.3,977.13,2487.43,Stayed,No Churn,No Churn
0289-IVARM,Female,57,No,Parlier,93648,0,35,Yes,44.81,Single,Yes,DSL,20,Unknown,Month-to-Month,Bank Withdrawal,60.55,1982.6,1568.35,3550.95,Stayed,No Churn,No Churn
0292-WEGCH,Female,40,Yes,Death Valley,92328,7,54,Yes,4.33,Multiple,Yes,DSL,12,TV&Movies & Music,Month-to-Month,Bank Withdrawal,86.2,4524.05,233.82,4757.87,Stayed,No Churn,No Churn
0295-PPHDO,Male,56,No,La Puente,91744,0,1,Yes,5.59,Multiple,Yes,Fiber Optic,2,TV&Movies & Music,Month-to-Month,Bank Withdrawal,95.45,95.45,5.59,101.04,Churned,Competitor,Competitor had better devices
0295-QVKPB,Male,38,No,Riverdale,93656,0,5,Yes,13.96,Single,Yes,DSL,5,TV,Month-to-Month,Credit Card,63.95,318.1,69.8,387.9,Stayed,No Churn,No Churn
0297-RBCSG,Male,61,No,San Francisco,94104,0,19,Yes,41.79,Single,Yes,DSL,6,Movies & Music,One Year,Bank Withdrawal,65.35,1231.85,794.01,2085.86,Stayed,No Churn,No Churn
0298-XACET,Male,35,Yes,Berry Creek,95916,1,52,No,0,No line,Yes,DSL,17,TV,Two Year,Credit Card,50.2,2554,0,2526.99,Stayed,No Churn,No Churn
0301-FIDRB,Female,61,Yes,Fulton,95439,8,72,No,0,No line,Yes,DSL,22,TV&Movies & Music,Two Year,Bank Withdrawal,63.8,4684.3,0,4684.3,Stayed,No Churn,No Churn
0301-KOBTQ,Male,50,No,Capitola,95010,0,32,Yes,14.91,Single,No,No Internet,0,Unknown,Two Year,Bank Withdrawal,20.05,614.45,477.12,1081.84,Stayed,No Churn,No Churn
0302-JOIVN,Female,47,Yes,San Diego,92109,1,8,Yes,16.88,Single,Yes,Fiber Optic,6,TV&Movies & Music,Month-to-Month,Bank Withdrawal,101.15,842.9,135.04,977.94,Churned,Competitor,Competitor made better offer
0303-UNCIP,Male,35,No,Claremont,91711,0,41,Yes,37.55,Multiple,Yes,DSL,30,Movies & Music,One Year,Mailed Check,65,2531.8,1539.55,4211.35,Stayed,No Churn,No Churn
0303-WMMRN,Male,32,No,Glendale,91207,0,5,Yes,21.01,Single,No,No Internet,0,Unknown,Month-to-Month,Credit Card,19.25,86.05,105.05,191.1,Stayed,No Churn,No Churn
0305-SQECB,Female,54,No,Gardena,90248,0,11,No,0,No line,Yes,DSL,17,Unknown,One Year,Credit Card,36.05,402.6,0,502.6,Stayed,No Churn,No Churn
0306-JAELE,Male,61,No,Fallbrook,92028,0,5,Yes,31.09,Single,Yes,Fiber Optic,11,TV&Movies & Music,Month-to-Month,Bank Withdrawal,96.1,453.4,155.45,608.85,Churned,Competitor,Competitor made better offer
0307-BCOPK,Female,62,No,San Francisco,94134,0,16,Yes,41.51,Single,No,No Internet,0,Unknown,One Year,Credit Card,19.05,326.65,664.16,990.81,Stayed,No Churn,No Churn
0308-GIQJT,Male,80,No,San Diego,92126,0,71,Yes,6.1,Multiple,Yes,Fiber Optic,9,TV&Movies,One Year,Bank Withdrawal,105.75,7382.85,433.1,7815.95,Stayed,No Churn,No Churn
0308-IVGOK,Female,23,No,Santa Ana,92703,0,11,No,0,No line,Yes,DSL,59,Unknown,One Year,Credit Card,40.4,422.6,0,422.6,Stayed,No Churn,No Churn
0310-MVLET,Female,63,Yes,Snelling,95369,1,61,Yes,49.33,Multiple,Yes,Fiber Optic,7,TV&Movies & Music,Month-to-Month,Bank Withdrawal,99.15,6010.05,3009.13,9019.18,Churned,Dissatisfaction,Service dissatisfaction
0310-SUCIN,Female,50,Yes,Darwin,93522,2,71,Yes,23.06,Single,Yes,Cable,6,TV&Movies & Music,One Year,Bank Withdrawal,84.8,6046.1,1637.26,7683.36,Stayed,No Churn,No Churn
0310-VQXAM,Male,56,No,San Bernardino,92404,0,9,Yes,40.74,Single,No,No Internet,0,Unknown,Month-to-Month,Credit Card,19.85,178.8,366.66,545.46,Stayed,No Churn,No Churn
0311-QYWSS,Female,63,No,Garberville,95542,0,6,Yes,39.16,Single,Yes,DSL,8,Unknown,Month-to-Month,Bank Withdrawal,49.45,314.6,234.96,549.56,Stayed,No Churn,No Churn
0311-UNPFF,Female,58,No,Long Beach,90807,0,26,Yes,38.09,Single,Yes,Fiber Optic,22,TV&Movies & Music,Month-to-Month,Bank Withdrawal,88.8,2274.35,990.34,3314.69,Churned,Dissatisfaction,Service dissatisfaction
0314-TKOSI,Female,29,No,Upland,91784,0,6,Yes,6.98,Single,Yes,Cable,30,Unknown,Month-to-Month,Mailed Check,55.15,322.9,41.88,364.78,Stayed,No Churn,No Churn
0315-LVCRK,Male,54,No,El Dorado Hills,95762,0,11,Yes,30.57,Single,Yes,Fiber Optic,15,Movies & Music,Month-to-Month,Bank Withdrawal,84.8,888.75,336.27,1225.02,Stayed,No Churn,No Churn
0318-QUUOB,Male,25,Yes,Santa Rosa,95403,1,1,Yes,43.67,Single,Yes,Fiber Optic,73,TV & Music,Month-to-Month,Bank Withdrawal,80.55,80.55,43.67,124.22,Churned,Competitor,Competitor had better devices
0318-ZOPWS,Female,31,Yes,Malibu,90265,10,49,Yes,2.82,Single,No,No Internet,0,Unknown,Two Year,Bank Withdrawal,20.15,973.35,138.18,1111.53,Stayed,No Churn,No Churn
0319-QZTCO,Female,25,Yes,Santa Rosa,95401,9,3,Yes,11.47,Single,Yes,DSL,51,TV,Month-to-Month,Credit Card,58.7,168.6,34.41,203.01,Joined,No Churn,No Churn
0320-DWVTU,Female,46,No,Riverdale,93656,0,53,Yes,43.57,Single,Yes,Fiber Optic,13,Movies & Music,Two Year,Credit Card,99.5,5424.25,2309.21,7733.46,Stayed,No Churn,No Churn
0320-JDNQG,Male,28,Yes,Oxnard,93035,1,23,Yes,37.95,Single,Yes,Fiber Optic,27,TV&Movies & Music,Month-to-Month,Bank Withdrawal,99.85,2331.3,872.85,3204.15,Churned,Other,Other issues
0322-CHQRU,Male,63,No,Palmdale,93591,0,2,Yes,25.49,Single,Yes,DSL,9,Unknown,Month-to-Month,Bank Withdrawal,45.35,89.5,50.98,140.48,Churned,Competitor,Competitor had better devices
0322-YINQP,Male,37,No,Covina,91723,0,1,Yes,11.35,Single,Yes,DSL,9,Unknown,Month-to-Month,Credit Card,48.55,48.55,11.35,59.9,Churned,Attitude,Attitude of support person
0323-XWWTN,Male,44,No,San Lucas,93954,0,3,Yes,33.87,Multiple,No,No Internet,0,Unknown,Two Year,Credit Card,26.4,121.25,101.61,222.86,Joined,No Churn,No Churn
0324-BRPCJ,Female,74,Yes,Palmdale,93591,1,68,Yes,21.33,Multiple,Yes,Cable,24,TV&Movies & Music,Month-to-Month,Bank Withdrawal,100.2,6851.65,1450.44,8302.09,Churned,Competitor,Competitor offered more data
0325-XBFAC,Male,44,No,Hoopa,95546,0,8,Yes,19.49,Single,Yes,Fiber Optic,10,TV&Movies & Music,Month-to-Month,Bank Withdrawal,94.7,740.3,155.92,976.22,Churned,Competitor,Competitor offered more data
0326-VDYXE,Female,21,Yes,Long Beach,90802,9,70,Yes,16.66,Multiple,Yes,Fiber Optic,26,TV&Movies & Music,One Year,Bank Withdrawal,97.65,6982.5,1166.2,8228.7,Stayed,No Churn,No Churn
0327-WFZSY,Male,62,Yes,Samoa,95564,9,39,Yes,17.29,Multiple,Yes,Fiber Optic,75,TV&Movies & Music,One Year,Bank Withdrawal,100,3835.55,674.31,4509.86,Stayed,No Churn,No Churn
0328-GRPMV,Female,43,No,Burnt Ranch,95527,0,1,Yes,17.37,Single,Yes,Fiber Optic,25,Unknown,Month-to-Month,Bank Withdrawal,70.1,70.1,17.37,87.47,Churned,Competitor,Competitor had better devices
0329-GTIAJ,Female,40,No,Garden Grove,92844,0,3,Yes,30.18,Single,Yes,Fiber Optic,7,TV&Movies & Music,Month-to-Month,Bank Withdrawal,97.9,315.3,90.54,405.84,Churned,Price,Price too high
0330-BGYZE,Male,48,Yes,Milford,96121,8,60,Yes,19.22,Multiple,Yes,Fiber Optic,4,TV&Movies & Music,One Year,Bank Withdrawal,102.5,6157.6,1153.2,7310.8,Stayed,No Churn,No Churn
0330-IVZHA,Female,55,Yes,Anderson,96007,1,5,Yes,17.08,Single,Yes,Fiber Optic,10,Unknown,Month-to-Month,Bank Withdrawal,69.95,330.15,85.4,415.55,Churned,Attitude,Attitude of service provider
0334-GDDSO,Male,77,No,San Diego,92122,0,3,Yes,9.22,Multiple,Yes,Fiber Optic,14,Unknown,Month-to-Month,Bank Withdrawal,81.35,233.7,27.66,261.36,Churned,Competitor,Competitor made better offer
0334-ZFJSR,Female,41,Yes,San Diego,92123,0,55,Yes,35.38,Multiple,Yes,Cable,13,Unknown,One Year,Credit Card,66.05,3462.1,1945.9,5513.47,Stayed,No Churn,No Churn
0336-KXKFK,Male,43,No,Santa Margarita,93453,0,72,No,0,No line,Yes,DSL,6,TV&Movies & Music,Two Year,Credit Card,61.2,4390.25,0,4390.25,Stayed,No Churn,No Churn
0336-PIKEI,Male,69,Yes,Orange,92869,7,72,Yes,5.27,Single,Yes,DSL,9,TV,Two Year,Bank Withdrawal,74.4,5360.75,379.44,5880.19,Stayed,No Churn,No Churn
0337-CNPZE,Female,63,No,Los Angeles,90033,0,41,Yes,10.43,Multiple,Yes,Fiber Optic,22,TV&Movies & Music,Month-to-Month,Bank Withdrawal,106.3,4443.45,427.63,5001.08,Churned,Price,Price too high
0343-QLUZP,Male,38,No,San Jose,95111,0,60,No,0,No line,Yes,DSL,25,Unknown,Two Year,Bank Withdrawal,39.6,2424.5,0,2386.04,Stayed,No Churn,No Churn
0345-HKJVM,Female,43,No,San Diego,92109,0,6,Yes,2.6,Single,Yes,Fiber Optic,22,TV&Movies & Music,Month-to-Month,Bank Withdrawal,89.3,577.6,15.6,593.2,Churned,Other,Other issues
0345-XMMUG,Female,29,Yes,Ione,95640,6,46,Yes,2,Multiple,Yes,Fiber Optic,48,TV&Movies & Music,Two Year,Credit Card,108.9,4854.3,92,4946.3,Stayed,No Churn,No Churn
0347-UBKUZ,Female,46,No,San Mateo,94404,0,15,Yes,2.74,Single,No,No Internet,0,Unknown,Month-to-Month,Mailed Check,19.9,320.45,41.1,361.55,Stayed,No Churn,No Churn
0348-SDKOL,Female,33,Yes,San Diego,92117,1,58,Yes,3.51,Multiple,Yes,Fiber Optic,28,TV&Movies & Music,Month-to-Month,Credit Card,102.1,5885.4,203.58,6188.98,Churned,Competitor,Competitor made better offer
0354-VXMJC,Male,60,Yes,Los Angeles,90034,10,23,Yes,34.04,Single,No,No Internet,0,Unknown,Two Year,Credit Card,19.6,426.65,782.92,1209.57,Stayed,No Churn,No Churn
0354-WYROK,Female,70,Yes,San Francisco,94130,1,31,Yes,47.95,Single,Yes,Fiber Optic,21,TV&Movies,Month-to-Month,Bank Withdrawal,98.9,2911.3,1486.45,4397.75,Churned,Other,Other issues
0356-ERHVT,Male,54,Yes,Santa Cruz,95062,1,11,Yes,12.95,Single,Yes,Cable,6,Unknown,Month-to-Month,Bank Withdrawal,45.9,521.9,142.45,664.35,Stayed,No Churn,No Churn
0356-OBMAC,Female,80,No,Winchester,92596,0,56,Yes,17.33,Multiple,Yes,Fiber Optic,16,TV,Two Year,Bank Withdrawal,99.9,5706.3,970.48,6676.78,Stayed,No Churn,No Churn
0357-NVCRI,Female,41,No,El Cajon,92021,0,25,Yes,12.87,Single,No,No Internet,0,Unknown,Month-to-Month,Credit Card,20.05,471.7,321.75,793.45,Stayed,No Churn,No Churn
0361-HJRDX,Female,38,No,Sherman Oaks,91403,0,68,No,0,No line,Yes,DSL,28,TV&Movies & Music,Two Year,Credit Card,-8,4539.6,0,4669.6,Stayed,No Churn,No Churn
0362-RAOQO,Female,48,No,Norco,92860,0,40,Yes,26.03,Single,No,No Internet,0,Unknown,Two Year,Credit Card,19.65,830.25,1041.2,1871.45,Stayed,No Churn,No Churn
0362-ZBZWJ,Male,46,No,Thornton,95686,0,36,Yes,24.66,Multiple,Yes,Fiber Optic,22,Movies & Music,Month-to-Month,Bank Withdrawal,84.9,3067.2,887.76,3954.96,Churned,Attitude,Attitude of service provider
0363-QJVFX,Male,22,No,Lake Hughes,93532,0,32,Yes,27.69,Multiple,Yes,Fiber Optic,73,TV&Movies & Music,Month-to-Month,Credit Card,108.15,3432.9,886.08,4318.98,Churned,Attitude,Attitude of service provider
0363-SVHYR,Male,28,Yes,Paramount,90723,10,71,Yes,10.11,Multiple,Yes,DSL,59,TV&Movies & Music,Two Year,Bank Withdrawal,86.85,6263.8,717.81,6981.61,Stayed,No Churn,No Churn
0365-BZUWY,Male,58,Yes,San Juan Capistrano,92675,2,17,Yes,10.11,Multiple,Yes,Fiber Optic,2,TV&Movies & Music,Month-to-Month,Bank Withdrawal,102.55,1742.5,171.87,1914.37,Stayed,No Churn,No Churn
0365-GXEZS,Male,55,Yes,Copperopolis,95228,6,18,Yes,31.79,Single,Yes,Fiber Optic,19,Unknown,Month-to-Month,Bank Withdrawal,78.2,1468.75,572.22,2040.97,Stayed,No Churn,No Churn
0365-TRTPY,Female,52,No,Covina,91724,0,37,Yes,11.73,Multiple,Yes,Fiber Optic,30,Unknown,Month-to-Month,Bank Withdrawal,91.2,3382.3,434.01,3816.31,Stayed,No Churn,No Churn
0366-NQSHS,Male,42,No,Colusa,95932,0,2,Yes,44.34,Single,No,No Internet,0,Unknown,Month-to-Month,Credit Card,19.35,46.35,88.68,135.03,Joined,No Churn,No Churn
0369-ZGOVK,Female,56,Yes,Cypress,90630,6,28,Yes,12.94,Single,Yes,Fiber Optic,24,Unknown,One Year,Bank Withdrawal,70.4,1992.2,362.32,2354.52,Stayed,No Churn,No Churn
0373-AIVNJ,Male,34,No,Sacramento,95814,0,9,No,0,No line,Yes,Cable,19,Unknown,One Year,Credit Card,39.55,373,0,373,Stayed,No Churn,No Churn
0374-AACSZ,Female,63,No,Lancaster,93534,0,1,Yes,38.33,Single,Yes,DSL,24,Unknown,Month-to-Month,Bank Withdrawal,50.15,50.15,38.33,138.48,Joined,No Churn,No Churn
0374-FIUCA,Male,59,Yes,Orange,92867,1,65,Yes,23.46,Single,No,No Internet,0,Unknown,Two Year,Credit Card,20.4,1414.45,1524.9,2939.35,Stayed,No Churn,No Churn
0374-IOEGQ,Female,62,No,Gonzales,93926,0,3,Yes,15.59,Single,Yes,Cable,27,Unknown,Month-to-Month,Bank Withdrawal,44.6,122.7,46.77,169.47,Joined,No Churn,No Churn
0375-HVGXO,Female,31,No,Los Angeles,90045,0,1,No,0,No line,Yes,DSL,8,TV,Month-to-Month,Bank Withdrawal,34.7,34.7,0,34.7,Churned,Other,Other issues
0376-OIWME,Male,24,Yes,San Ysidro,92173,3,36,Yes,41.33,Single,Yes,Fiber Optic,41,TV&Movies & Music,Month-to-Month,Bank Withdrawal,93.6,3366.05,1487.88,4837.37,Stayed,No Churn,No Churn
0376-YMCJC,Male,21,No,Novato,94949,0,23,Yes,38.69,Multiple,Yes,Cable,69,TV & Music,Month-to-Month,Bank Withdrawal,90.6,1943.2,889.87,2828.34,Churned,Competitor,Competitor offered higher download speeds
0377-JBKKT,Male,21,Yes,Gilroy,95020,9,22,Yes,42.58,Single,Yes,DSL,82,Music,Month-to-Month,Credit Card,57.95,1271.8,936.76,2208.56,Stayed,No Churn,No Churn
0378-CJKPV,Female,56,Yes,Oak Park,91377,1,72,Yes,4.56,Multiple,Yes,Fiber Optic,18,TV&Movies & Music,Two Year,Credit Card,112.1,7965.95,328.32,8275.39,Stayed,No Churn,No Churn
0378-NHQXU,Female,31,Yes,South San Francisco,94080,7,17,Yes,17.91,Multiple,Yes,Fiber Optic,9,TV,Month-to-Month,Bank Withdrawal,88.25,1460.65,304.47,1765.12,Churned,Other,Deceased
0378-TOVMS,Female,20,No,Vernalis,95385,0,3,Yes,10.6,Single,Yes,Fiber Optic,73,Movies & Music,Month-to-Month,Bank Withdrawal,85.8,272.2,31.8,304,Churned,Competitor,Competitor had better devices
0378-XSZPU,Male,31,Yes,San Jose,95117,1,58,Yes,17.22,Single,Yes,Cable,21,Unknown,One Year,Credit Card,60.3,3563.8,998.76,4562.56,Churned,Dissatisfaction,Network reliability
0379-DJQHR,Male,60,Yes,Sunnyvale,94089,1,67,Yes,45.25,Single,Yes,DSL,18,TV&Movies & Music,Two Year,Credit Card,81.35,5398.6,3031.75,8430.35,Stayed,No Churn,No Churn
0380-NEAVX,Male,72,No,Newport Beach,92660,0,34,Yes,35,Single,Yes,Fiber Optic,12,TV&Movies,One Year,Bank Withdrawal,99.85,3343.15,1190,4533.15,Stayed,No Churn,No Churn
